sample_id,true_label,strategy,stage,parameter,confidence,p_fake,flipped
0905 (9).jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.9635839462280273,0.03641606867313385,False
0905 (9).jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.9586746096611023,0.0413253977894783,False
0474 (3).jpg,REAL,original,original,0.0,0.9315916895866394,0.0684082955121994,False
0474 (3).jpg,REAL,A_blur,blur_0.3,0.3,0.9839305281639099,0.016069501638412476,False
0474 (3).jpg,REAL,A_blur,blur_0.5,0.5,0.9933559894561768,0.006643997505307198,False
0474 (3).jpg,REAL,A_blur,blur_0.8,0.8,0.9409281611442566,0.05907181277871132,False
0474 (3).jpg,REAL,A_blur,blur_1.0,1.0,0.6253436207771301,0.37465643882751465,False
0474 (3).jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.9798514246940613,0.02014855667948723,False
0474 (3).jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.9768022894859314,0.023197680711746216,False
0474 (3).jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.97748202085495,0.022518016397953033,False
0474 (3).jpg,REAL,B_noise,noise_0.01,0.01,0.984607994556427,0.015392006374895573,False
0474 (3).jpg,REAL,B_noise,noise_0.02,0.02,0.9681618213653564,0.03183824196457863,False
0474 (3).jpg,REAL,B_noise,noise_0.03,0.03,0.9560121297836304,0.04398781433701515,False
0474 (3).jpg,REAL,B_noise,noise_0.05,0.05,0.9737399220466614,0.026260092854499817,False
0474 (3).jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.984680712223053,0.01531930360943079,False
0474 (3).jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.97782301902771,0.022176919505000114,False
0474 (3).jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.9767425656318665,0.023257382214069366,False
0954 (6).jpg,REAL,original,original,0.0,0.9957088232040405,0.004291169345378876,False
0954 (6).jpg,REAL,A_blur,blur_0.3,0.3,0.9977020621299744,0.0022979862987995148,False
0954 (6).jpg,REAL,A_blur,blur_0.5,0.5,0.9966321587562561,0.003367788391187787,False
0954 (6).jpg,REAL,A_blur,blur_0.8,0.8,0.990816593170166,0.009183352813124657,False
0954 (6).jpg,REAL,A_blur,blur_1.0,1.0,0.9699608087539673,0.030039215460419655,False
0954 (6).jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.9531513452529907,0.046848662197589874,False
0954 (6).jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.9790709018707275,0.0209291260689497,False
0954 (6).jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.9778239727020264,0.022176042199134827,False
0954 (6).jpg,REAL,B_noise,noise_0.01,0.01,0.9923231601715088,0.00767679326236248,False
0954 (6).jpg,REAL,B_noise,noise_0.02,0.02,0.9924432635307312,0.007556762080639601,False
0954 (6).jpg,REAL,B_noise,noise_0.03,0.03,0.9764857292175293,0.02351425774395466,False
0954 (6).jpg,REAL,B_noise,noise_0.05,0.05,0.976072371006012,0.02392759919166565,False
0954 (6).jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.9922319650650024,0.00776801910251379,False
0954 (6).jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.997934103012085,0.0020658860448747873,False
0954 (6).jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.9964199066162109,0.0035801087506115437,False
0328 (5).jpg,REAL,original,original,0.0,0.9229563474655151,0.07704366743564606,False
0328 (5).jpg,REAL,A_blur,blur_0.3,0.3,0.9742313027381897,0.025768734514713287,False
0328 (5).jpg,REAL,A_blur,blur_0.5,0.5,0.9938382506370544,0.006161734461784363,False
0328 (5).jpg,REAL,A_blur,blur_0.8,0.8,0.9960481524467468,0.003951835911720991,False
0328 (5).jpg,REAL,A_blur,blur_1.0,1.0,0.9804010987281799,0.019598916172981262,False
0328 (5).jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.9559880495071411,0.04401186481118202,False
0328 (5).jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.9478011727333069,0.05219880864024162,False
0328 (5).jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.9843361377716064,0.015663815662264824,False
0328 (5).jpg,REAL,B_noise,noise_0.01,0.01,0.9767017364501953,0.023298228159546852,False
0328 (5).jpg,REAL,B_noise,noise_0.02,0.02,0.9389880299568176,0.061011966317892075,False
0328 (5).jpg,REAL,B_noise,noise_0.03,0.03,0.9302259087562561,0.06977403163909912,False
0328 (5).jpg,REAL,B_noise,noise_0.05,0.05,0.8545609712600708,0.1454389989376068,False
0328 (5).jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.9296236038208008,0.0703764408826828,False
0328 (5).jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.9821059703826904,0.01789400726556778,False
0328 (5).jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.9542304873466492,0.045769523829221725,False
0295 (10).jpg,REAL,original,original,0.0,0.9989855885505676,0.0010143470717594028,False
0295 (10).jpg,REAL,A_blur,blur_0.3,0.3,0.9996286630630493,0.0003713224141392857,False
0295 (10).jpg,REAL,A_blur,blur_0.5,0.5,0.999876856803894,0.00012314303603488952,False
0295 (10).jpg,REAL,A_blur,blur_0.8,0.8,0.9997994303703308,0.0002005935093620792,False
0295 (10).jpg,REAL,A_blur,blur_1.0,1.0,0.9992625117301941,0.0007374232518486679,False
0295 (10).jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.9853255152702332,0.014674531295895576,False
0295 (10).jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.9966199398040771,0.0033800029195845127,False
0295 (10).jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.9981361627578735,0.0018638026667758822,False
0295 (10).jpg,REAL,B_noise,noise_0.01,0.01,0.9992902278900146,0.0007097444031387568,False
0295 (10).jpg,REAL,B_noise,noise_0.02,0.02,0.9984765648841858,0.001523487619124353,False
0295 (10).jpg,REAL,B_noise,noise_0.03,0.03,0.9986925721168518,0.0013074097223579884,False
0295 (10).jpg,REAL,B_noise,noise_0.05,0.05,0.9936303496360779,0.006369633600115776,False
0295 (10).jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.9989497065544128,0.001050270744599402,False
0295 (10).jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.9984961748123169,0.0015038299607113004,False
0295 (10).jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.9982140064239502,0.00178605190012604,False
0073 (2).jpg,REAL,original,original,0.0,0.9879756569862366,0.01202438399195671,False
0073 (2).jpg,REAL,A_blur,blur_0.3,0.3,0.9978220462799072,0.002177998423576355,False
0073 (2).jpg,REAL,A_blur,blur_0.5,0.5,0.9997220635414124,0.00027795942150987685,False
0073 (2).jpg,REAL,A_blur,blur_0.8,0.8,0.9991113543510437,0.0008886732975952327,False
0073 (2).jpg,REAL,A_blur,blur_1.0,1.0,0.9946697354316711,0.005330306477844715,False
0073 (2).jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.9947768449783325,0.005223152227699757,False
0073 (2).jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.9983147382736206,0.0016853068955242634,False
0073 (2).jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.9970653653144836,0.0029346083756536245,False
0073 (2).jpg,REAL,B_noise,noise_0.01,0.01,0.9967378973960876,0.003262057201936841,False
0073 (2).jpg,REAL,B_noise,noise_0.02,0.02,0.9980029463768005,0.0019970436114817858,False
0073 (2).jpg,REAL,B_noise,noise_0.03,0.03,0.996350884437561,0.0036490783095359802,False
0073 (2).jpg,REAL,B_noise,noise_0.05,0.05,0.9885557293891907,0.011444328352808952,False
0073 (2).jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.9737244844436646,0.026275508105754852,False
0073 (2).jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.9907503724098206,0.009249616414308548,False
0073 (2).jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.9903544187545776,0.009645570069551468,False
0717.jpg,REAL,original,original,0.0,0.6399208307266235,0.6399208307266235,False
0717.jpg,REAL,A_blur,blur_0.3,0.3,0.5331019759178162,0.4668980538845062,True
0717.jpg,REAL,A_blur,blur_0.5,0.5,0.7001677751541138,0.29983216524124146,True
0717.jpg,REAL,A_blur,blur_0.8,0.8,0.5994148850440979,0.5994148850440979,False
0717.jpg,REAL,A_blur,blur_1.0,1.0,0.8606051802635193,0.8606051802635193,False
0717.jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.9479821920394897,0.9479821920394897,False
0717.jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.9740992784500122,0.9740992784500122,False
0717.jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.9455348253250122,0.9455348253250122,False
0717.jpg,REAL,B_noise,noise_0.01,0.01,0.5673429369926453,0.4326570928096771,True
0717.jpg,REAL,B_noise,noise_0.02,0.02,0.5224645137786865,0.5224645137786865,False
0717.jpg,REAL,B_noise,noise_0.03,0.03,0.5500360131263733,0.5500360131263733,False
0717.jpg,REAL,B_noise,noise_0.05,0.05,0.5759555101394653,0.42404451966285706,True
0717.jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.5394712090492249,0.46052876114845276,True
0717.jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.5087958574295044,0.5087958574295044,False
0717.jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.6132433414459229,0.38675662875175476,True
0915 (9).jpg,REAL,original,original,0.0,0.9406127333641052,0.059387341141700745,False
0915 (9).jpg,REAL,A_blur,blur_0.3,0.3,0.984024167060852,0.015975860878825188,False
0915 (9).jpg,REAL,A_blur,blur_0.5,0.5,0.9835498332977295,0.01645013503730297,False
0915 (9).jpg,REAL,A_blur,blur_0.8,0.8,0.9953204989433289,0.004679474048316479,False
0915 (9).jpg,REAL,A_blur,blur_1.0,1.0,0.9851276278495789,0.014872386120259762,False
0915 (9).jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.866683840751648,0.13331611454486847,False
0915 (9).jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.9833320379257202,0.016667986288666725,False
0915 (9).jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.9746266603469849,0.025373326614499092,False
0915 (9).jpg,REAL,B_noise,noise_0.01,0.01,0.9691951870918274,0.030804844573140144,False
0915 (9).jpg,REAL,B_noise,noise_0.02,0.02,0.9631274342536926,0.03687255457043648,False
0915 (9).jpg,REAL,B_noise,noise_0.03,0.03,0.8565433025360107,0.14345672726631165,False
0915 (9).jpg,REAL,B_noise,noise_0.05,0.05,0.8962888121604919,0.10371123999357224,False
0915 (9).jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.9184540510177612,0.08154597133398056,False
0915 (9).jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.9742733836174011,0.02572662942111492,False
0915 (9).jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.9829543232917786,0.0170456450432539,False
0703.jpg,REAL,original,original,0.0,0.9737148284912109,0.026285115629434586,False
0703.jpg,REAL,A_blur,blur_0.3,0.3,0.9941412806510925,0.005858690943568945,False
0703.jpg,REAL,A_blur,blur_0.5,0.5,0.998785674571991,0.001214313437230885,False
0703.jpg,REAL,A_blur,blur_0.8,0.8,0.9987071752548218,0.0012928328942507505,False
0703.jpg,REAL,A_blur,blur_1.0,1.0,0.9788958430290222,0.021104130893945694,False
0703.jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.97344571352005,0.026554252952337265,False
0703.jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.9822978973388672,0.017702054232358932,False
0703.jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.9884470105171204,0.011552964337170124,False
0703.jpg,REAL,B_noise,noise_0.01,0.01,0.9622096419334412,0.037790387868881226,False
0703.jpg,REAL,B_noise,noise_0.02,0.02,0.9547731280326843,0.04522689804434776,False
0703.jpg,REAL,B_noise,noise_0.03,0.03,0.8982163667678833,0.10178357362747192,False
0703.jpg,REAL,B_noise,noise_0.05,0.05,0.5041924118995667,0.5041924118995667,True
0703.jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.9098454117774963,0.09015462547540665,False
0703.jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.8675875663757324,0.1324123740196228,False
0703.jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.9110528826713562,0.0889471024274826,False
0647 (4).jpg,REAL,original,original,0.0,0.9901931881904602,0.009806745685636997,False
0647 (4).jpg,REAL,A_blur,blur_0.3,0.3,0.9944397211074829,0.005560359451919794,False
0647 (4).jpg,REAL,A_blur,blur_0.5,0.5,0.9975963234901428,0.002403645310550928,False
0647 (4).jpg,REAL,A_blur,blur_0.8,0.8,0.9985650181770325,0.0014350558631122112,False
0647 (4).jpg,REAL,A_blur,blur_1.0,1.0,0.9956858158111572,0.004314258228987455,False
0647 (4).jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.948514997959137,0.05148498713970184,False
0647 (4).jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.9835220575332642,0.01647798717021942,False
0647 (4).jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.9703126549720764,0.029687393456697464,False
0647 (4).jpg,REAL,B_noise,noise_0.01,0.01,0.9973719120025635,0.0026281282771378756,False
0647 (4).jpg,REAL,B_noise,noise_0.02,0.02,0.9960842132568359,0.003915775567293167,False
0647 (4).jpg,REAL,B_noise,noise_0.03,0.03,0.9850804209709167,0.014919518493115902,False
0647 (4).jpg,REAL,B_noise,noise_0.05,0.05,0.9889851808547974,0.011014843359589577,False
0647 (4).jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.9950847029685974,0.004915258847177029,False
0647 (4).jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.9932589530944824,0.006741067860275507,False
0647 (4).jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.994468092918396,0.00553188705816865,False
0882 (2).jpg,REAL,original,original,0.0,0.9987519979476929,0.0012480035657063127,False
0882 (2).jpg,REAL,A_blur,blur_0.3,0.3,0.9994142055511475,0.0005857891519553959,False
0882 (2).jpg,REAL,A_blur,blur_0.5,0.5,0.9995729327201843,0.00042701404890976846,False
0882 (2).jpg,REAL,A_blur,blur_0.8,0.8,0.9983920454978943,0.0016078921034932137,False
0882 (2).jpg,REAL,A_blur,blur_1.0,1.0,0.9595847129821777,0.04041532054543495,False
0882 (2).jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.9834737181663513,0.0165262371301651,False
0882 (2).jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.9895628094673157,0.010437188670039177,False
0882 (2).jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.9952137470245361,0.004786278121173382,False
0882 (2).jpg,REAL,B_noise,noise_0.01,0.01,0.9968097805976868,0.003190224524587393,False
0882 (2).jpg,REAL,B_noise,noise_0.02,0.02,0.99793541431427,0.0020645710173994303,False
0882 (2).jpg,REAL,B_noise,noise_0.03,0.03,0.9961041212081909,0.0038958436343818903,False
0882 (2).jpg,REAL,B_noise,noise_0.05,0.05,0.9758641123771667,0.024135863408446312,False
0882 (2).jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.9984961748123169,0.0015037788543850183,False
0882 (2).jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.9950580596923828,0.004941925406455994,False
0882 (2).jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.9974365830421448,0.0025634311605244875,False
0240 (5).jpg,REAL,original,original,0.0,0.8575352430343628,0.1424647718667984,False
0240 (5).jpg,REAL,A_blur,blur_0.3,0.3,0.9572667479515076,0.04273327812552452,False
0240 (5).jpg,REAL,A_blur,blur_0.5,0.5,0.9855040907859802,0.014495865441858768,False
0240 (5).jpg,REAL,A_blur,blur_0.8,0.8,0.9339099526405334,0.06609006226062775,False
0240 (5).jpg,REAL,A_blur,blur_1.0,1.0,0.6395426392555237,0.6395426392555237,True
0240 (5).jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.9734864830970764,0.026513559743762016,False
0240 (5).jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.9725101590156555,0.02748987078666687,False
0240 (5).jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.9830470681190491,0.01695292815566063,False
0240 (5).jpg,REAL,B_noise,noise_0.01,0.01,0.9493296146392822,0.05067034810781479,False
0240 (5).jpg,REAL,B_noise,noise_0.02,0.02,0.8285896182060242,0.17141039669513702,False
0240 (5).jpg,REAL,B_noise,noise_0.03,0.03,0.8767916560173035,0.12320826202630997,False
0240 (5).jpg,REAL,B_noise,noise_0.05,0.05,0.9216749668121338,0.07832507789134979,False
0240 (5).jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.8482804298400879,0.1517195701599121,False
0240 (5).jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.94668048620224,0.053319428116083145,False
0240 (5).jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.8979922533035278,0.10200776904821396,False
0294 (10).jpg,REAL,original,original,0.0,0.9920499920845032,0.007950004190206528,False
0294 (10).jpg,REAL,A_blur,blur_0.3,0.3,0.9980759620666504,0.0019239947432652116,False
0294 (10).jpg,REAL,A_blur,blur_0.5,0.5,0.9988974332809448,0.0011025844141840935,False
0294 (10).jpg,REAL,A_blur,blur_0.8,0.8,0.9972547888755798,0.0027451978530734777,False
0294 (10).jpg,REAL,A_blur,blur_1.0,1.0,0.9776244163513184,0.02237558178603649,False
0294 (10).jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.9516366124153137,0.04836336523294449,False
0294 (10).jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.9950313568115234,0.004968665074557066,False
0294 (10).jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.9942409992218018,0.005758990533649921,False
0294 (10).jpg,REAL,B_noise,noise_0.01,0.01,0.9972314238548279,0.0027685353998094797,False
0294 (10).jpg,REAL,B_noise,noise_0.02,0.02,0.9939378499984741,0.006062085274606943,False
0294 (10).jpg,REAL,B_noise,noise_0.03,0.03,0.9940469264984131,0.00595309492200613,False
0294 (10).jpg,REAL,B_noise,noise_0.05,0.05,0.9535202980041504,0.046479664742946625,False
0294 (10).jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.9932515025138855,0.006748536601662636,False
0294 (10).jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.994891881942749,0.0051081134006381035,False
0294 (10).jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.9943453669548035,0.005654610693454742,False
0063 (2).jpg,REAL,original,original,0.0,0.9964112639427185,0.0035887944977730513,False
0063 (2).jpg,REAL,A_blur,blur_0.3,0.3,0.9977729916572571,0.0022270437330007553,False
0063 (2).jpg,REAL,A_blur,blur_0.5,0.5,0.9974150657653809,0.0025849444791674614,False
0063 (2).jpg,REAL,A_blur,blur_0.8,0.8,0.9858202934265137,0.014179682359099388,False
0063 (2).jpg,REAL,A_blur,blur_1.0,1.0,0.7030311226844788,0.29696887731552124,False
0063 (2).jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.9746516942977905,0.025348341092467308,False
0063 (2).jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.9770654439926147,0.022934546694159508,False
0063 (2).jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.9651169180870056,0.03488311916589737,False
0063 (2).jpg,REAL,B_noise,noise_0.01,0.01,0.9970830082893372,0.002917011734098196,False
0063 (2).jpg,REAL,B_noise,noise_0.02,0.02,0.99577796459198,0.004221965558826923,False
0063 (2).jpg,REAL,B_noise,noise_0.03,0.03,0.9922224879264832,0.0077774664387106895,False
0063 (2).jpg,REAL,B_noise,noise_0.05,0.05,0.9935969114303589,0.006403035018593073,False
