sample_id,true_label,strategy,stage,parameter,confidence,flipped
0954 (6).jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.8053966760635376,False
0954 (6).jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.8151123523712158,False
0954 (6).jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.8238473534584045,False
0954 (6).jpg,REAL,B_noise,noise_0.01,0.01,0.784602165222168,False
0954 (6).jpg,REAL,B_noise,noise_0.02,0.02,0.7864910960197449,False
0954 (6).jpg,REAL,B_noise,noise_0.03,0.03,0.7834448218345642,False
0954 (6).jpg,REAL,B_noise,noise_0.05,0.05,0.7893153429031372,False
0954 (6).jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.7811045050621033,False
0954 (6).jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.777869701385498,False
0954 (6).jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.7651675343513489,False
0328 (5).jpg,REAL,original,original,0.0,0.8143599033355713,False
0328 (5).jpg,REAL,A_blur,blur_0.3,0.3,0.8143599033355713,False
0328 (5).jpg,REAL,A_blur,blur_0.5,0.5,0.8211180567741394,False
0328 (5).jpg,REAL,A_blur,blur_0.8,0.8,0.8228498101234436,False
0328 (5).jpg,REAL,A_blur,blur_1.0,1.0,0.8228498101234436,False
0328 (5).jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.8190577030181885,False
0328 (5).jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.8199793100357056,False
0328 (5).jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.8179592490196228,False
0328 (5).jpg,REAL,B_noise,noise_0.01,0.01,0.8154983520507812,False
0328 (5).jpg,REAL,B_noise,noise_0.02,0.02,0.8184283375740051,False
0328 (5).jpg,REAL,B_noise,noise_0.03,0.03,0.8221408128738403,False
0328 (5).jpg,REAL,B_noise,noise_0.05,0.05,0.8116462230682373,False
0328 (5).jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.8149582147598267,False
0328 (5).jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.8134750723838806,False
0328 (5).jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.8091553449630737,False
0295 (10).jpg,REAL,original,original,0.0,0.6612532138824463,False
0295 (10).jpg,REAL,A_blur,blur_0.3,0.3,0.6612532138824463,False
0295 (10).jpg,REAL,A_blur,blur_0.5,0.5,0.8067145943641663,False
0295 (10).jpg,REAL,A_blur,blur_0.8,0.8,0.8207514882087708,False
0295 (10).jpg,REAL,A_blur,blur_1.0,1.0,0.8207514882087708,False
0295 (10).jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.8182454109191895,False
0295 (10).jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.8113681674003601,False
0295 (10).jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.8122254014015198,False
0295 (10).jpg,REAL,B_noise,noise_0.01,0.01,0.6654609441757202,False
0295 (10).jpg,REAL,B_noise,noise_0.02,0.02,0.6601738333702087,False
0295 (10).jpg,REAL,B_noise,noise_0.03,0.03,0.666441798210144,False
0295 (10).jpg,REAL,B_noise,noise_0.05,0.05,0.6227961182594299,False
0295 (10).jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.6448989510536194,False
0295 (10).jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.6478508710861206,False
0295 (10).jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.650204598903656,False
0073 (2).jpg,REAL,original,original,0.0,0.8075793981552124,False
0073 (2).jpg,REAL,A_blur,blur_0.3,0.3,0.8075793981552124,False
0073 (2).jpg,REAL,A_blur,blur_0.5,0.5,0.8015374541282654,False
0073 (2).jpg,REAL,A_blur,blur_0.8,0.8,0.7955643534660339,False
0073 (2).jpg,REAL,A_blur,blur_1.0,1.0,0.7955643534660339,False
0073 (2).jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.8028877973556519,False
0073 (2).jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.798765242099762,False
0073 (2).jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.79632169008255,False
0073 (2).jpg,REAL,B_noise,noise_0.01,0.01,0.8119386434555054,False
0073 (2).jpg,REAL,B_noise,noise_0.02,0.02,0.8074448704719543,False
0073 (2).jpg,REAL,B_noise,noise_0.03,0.03,0.8068222403526306,False
0073 (2).jpg,REAL,B_noise,noise_0.05,0.05,0.8079243898391724,False
0073 (2).jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.8126447200775146,False
0073 (2).jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.8114427328109741,False
0073 (2).jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.8127315640449524,False
0717.jpg,REAL,original,original,0.0,0.8226109147071838,False
0717.jpg,REAL,A_blur,blur_0.3,0.3,0.8226109147071838,False
0717.jpg,REAL,A_blur,blur_0.5,0.5,0.7920937538146973,False
0717.jpg,REAL,A_blur,blur_0.8,0.8,0.7797549366950989,False
0717.jpg,REAL,A_blur,blur_1.0,1.0,0.7797549366950989,False
0717.jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.8119776844978333,False
0717.jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.8139474987983704,False
0717.jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.8041630983352661,False
0717.jpg,REAL,B_noise,noise_0.01,0.01,0.821144700050354,False
0717.jpg,REAL,B_noise,noise_0.02,0.02,0.8183961510658264,False
0717.jpg,REAL,B_noise,noise_0.03,0.03,0.8193783760070801,False
0717.jpg,REAL,B_noise,noise_0.05,0.05,0.8132367730140686,False
0717.jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.8144636750221252,False
0717.jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.8169257044792175,False
0717.jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.8170943856239319,False
0915 (9).jpg,REAL,original,original,0.0,0.8192712068557739,False
0915 (9).jpg,REAL,A_blur,blur_0.3,0.3,0.8192712068557739,False
0915 (9).jpg,REAL,A_blur,blur_0.5,0.5,0.8073009848594666,False
0915 (9).jpg,REAL,A_blur,blur_0.8,0.8,0.8027162551879883,False
0915 (9).jpg,REAL,A_blur,blur_1.0,1.0,0.8027162551879883,False
0915 (9).jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.8189757466316223,False
0915 (9).jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.8336418867111206,False
0915 (9).jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.8262544870376587,False
0915 (9).jpg,REAL,B_noise,noise_0.01,0.01,0.8186566829681396,False
0915 (9).jpg,REAL,B_noise,noise_0.02,0.02,0.822119414806366,False
0915 (9).jpg,REAL,B_noise,noise_0.03,0.03,0.8318406343460083,False
0915 (9).jpg,REAL,B_noise,noise_0.05,0.05,0.8247093558311462,False
0915 (9).jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.8243536353111267,False
0915 (9).jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.8203327655792236,False
0915 (9).jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.8198853731155396,False
0703.jpg,REAL,original,original,0.0,0.82229083776474,False
0703.jpg,REAL,A_blur,blur_0.3,0.3,0.82229083776474,False
0703.jpg,REAL,A_blur,blur_0.5,0.5,0.8454957604408264,False
0703.jpg,REAL,A_blur,blur_0.8,0.8,0.834904134273529,False
0703.jpg,REAL,A_blur,blur_1.0,1.0,0.834904134273529,False
0703.jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.8435565233230591,False
0703.jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.846231997013092,False
0703.jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.8461049199104309,False
0703.jpg,REAL,B_noise,noise_0.01,0.01,0.8204447627067566,False
0703.jpg,REAL,B_noise,noise_0.02,0.02,0.8160623908042908,False
0703.jpg,REAL,B_noise,noise_0.03,0.03,0.8224413990974426,False
0703.jpg,REAL,B_noise,noise_0.05,0.05,0.8256543874740601,False
0703.jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.8203306794166565,False
0703.jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.8110016584396362,False
0703.jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.814166784286499,False
0647 (4).jpg,REAL,original,original,0.0,0.7854815721511841,False
0647 (4).jpg,REAL,A_blur,blur_0.3,0.3,0.7854815721511841,False
0647 (4).jpg,REAL,A_blur,blur_0.5,0.5,0.8148171901702881,False
0647 (4).jpg,REAL,A_blur,blur_0.8,0.8,0.8169083595275879,False
0647 (4).jpg,REAL,A_blur,blur_1.0,1.0,0.8169083595275879,False
0647 (4).jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.8181492686271667,False
0647 (4).jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.8272132277488708,False
0647 (4).jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.8231604099273682,False
0647 (4).jpg,REAL,B_noise,noise_0.01,0.01,0.7872421145439148,False
0647 (4).jpg,REAL,B_noise,noise_0.02,0.02,0.7842832803726196,False
0647 (4).jpg,REAL,B_noise,noise_0.03,0.03,0.7877430319786072,False
0647 (4).jpg,REAL,B_noise,noise_0.05,0.05,0.7871710658073425,False
0647 (4).jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.7903634905815125,False
0647 (4).jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.7778822183609009,False
0647 (4).jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.7793956398963928,False
0882 (2).jpg,REAL,original,original,0.0,0.8358252644538879,False
0882 (2).jpg,REAL,A_blur,blur_0.3,0.3,0.8358252644538879,False
0882 (2).jpg,REAL,A_blur,blur_0.5,0.5,0.8174407482147217,False
0882 (2).jpg,REAL,A_blur,blur_0.8,0.8,0.812637448310852,False
0882 (2).jpg,REAL,A_blur,blur_1.0,1.0,0.812637448310852,False
0882 (2).jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.8183430433273315,False
0882 (2).jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.8166785836219788,False
0882 (2).jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.819681704044342,False
0882 (2).jpg,REAL,B_noise,noise_0.01,0.01,0.8341445326805115,False
0882 (2).jpg,REAL,B_noise,noise_0.02,0.02,0.8294023871421814,False
0882 (2).jpg,REAL,B_noise,noise_0.03,0.03,0.8378044366836548,False
0882 (2).jpg,REAL,B_noise,noise_0.05,0.05,0.8355020880699158,False
0882 (2).jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.8346138000488281,False
0882 (2).jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.8352090716362,False
0882 (2).jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.8334340453147888,False
0240 (5).jpg,REAL,original,original,0.0,0.8306520581245422,False
0240 (5).jpg,REAL,A_blur,blur_0.3,0.3,0.8306520581245422,False
0240 (5).jpg,REAL,A_blur,blur_0.5,0.5,0.8229485750198364,False
0240 (5).jpg,REAL,A_blur,blur_0.8,0.8,0.8161875009536743,False
0240 (5).jpg,REAL,A_blur,blur_1.0,1.0,0.8161875009536743,False
0240 (5).jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.8346186280250549,False
0240 (5).jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.8326242566108704,False
0240 (5).jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.8245733976364136,False
0240 (5).jpg,REAL,B_noise,noise_0.01,0.01,0.8299823999404907,False
0240 (5).jpg,REAL,B_noise,noise_0.02,0.02,0.8380080461502075,False
0240 (5).jpg,REAL,B_noise,noise_0.03,0.03,0.8307985663414001,False
0240 (5).jpg,REAL,B_noise,noise_0.05,0.05,0.8414689898490906,False
0240 (5).jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.837698757648468,False
0240 (5).jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.8345247507095337,False
0240 (5).jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.8403000831604004,False
0294 (10).jpg,REAL,original,original,0.0,0.825896680355072,False
0294 (10).jpg,REAL,A_blur,blur_0.3,0.3,0.825896680355072,False
0294 (10).jpg,REAL,A_blur,blur_0.5,0.5,0.79360032081604,False
0294 (10).jpg,REAL,A_blur,blur_0.8,0.8,0.7901806831359863,False
0294 (10).jpg,REAL,A_blur,blur_1.0,1.0,0.7901806831359863,False
0294 (10).jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.8006259202957153,False
0294 (10).jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.7975007891654968,False
0294 (10).jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.8018513321876526,False
0294 (10).jpg,REAL,B_noise,noise_0.01,0.01,0.8252226710319519,False
0294 (10).jpg,REAL,B_noise,noise_0.02,0.02,0.8173736929893494,False
0294 (10).jpg,REAL,B_noise,noise_0.03,0.03,0.8240242600440979,False
0294 (10).jpg,REAL,B_noise,noise_0.05,0.05,0.823627233505249,False
0294 (10).jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.8211888074874878,False
0294 (10).jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.8315147161483765,False
0294 (10).jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.8215247988700867,False
0063 (2).jpg,REAL,original,original,0.0,0.7924633622169495,False
0063 (2).jpg,REAL,A_blur,blur_0.3,0.3,0.7924633622169495,False
0063 (2).jpg,REAL,A_blur,blur_0.5,0.5,0.8094606995582581,False
0063 (2).jpg,REAL,A_blur,blur_0.8,0.8,0.8121406435966492,False
0063 (2).jpg,REAL,A_blur,blur_1.0,1.0,0.8121406435966492,False
0063 (2).jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.8069918751716614,False
0063 (2).jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.8007376790046692,False
0063 (2).jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.803957462310791,False
0063 (2).jpg,REAL,B_noise,noise_0.01,0.01,0.7921930551528931,False
0063 (2).jpg,REAL,B_noise,noise_0.02,0.02,0.7926305532455444,False
0063 (2).jpg,REAL,B_noise,noise_0.03,0.03,0.7909744381904602,False
0063 (2).jpg,REAL,B_noise,noise_0.05,0.05,0.7953622937202454,False
0063 (2).jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.791497528553009,False
0063 (2).jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.7821453809738159,False
0063 (2).jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.7827538847923279,False
0065.jpg,REAL,original,original,0.0,0.8613837361335754,False
0065.jpg,REAL,A_blur,blur_0.3,0.3,0.8613837361335754,False
0065.jpg,REAL,A_blur,blur_0.5,0.5,0.8449316620826721,False
0065.jpg,REAL,A_blur,blur_0.8,0.8,0.8385118842124939,False
0065.jpg,REAL,A_blur,blur_1.0,1.0,0.8385118842124939,False
0065.jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.8539752960205078,False
0065.jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.8492175340652466,False
0065.jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.8489704132080078,False
0065.jpg,REAL,B_noise,noise_0.01,0.01,0.8620572686195374,False
0065.jpg,REAL,B_noise,noise_0.02,0.02,0.8621777296066284,False
0065.jpg,REAL,B_noise,noise_0.03,0.03,0.8672305941581726,False
0065.jpg,REAL,B_noise,noise_0.05,0.05,0.8661223649978638,False
0065.jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.8599482178688049,False
0065.jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.8606576323509216,False
0065.jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.8587536811828613,False
0338 (5).jpg,REAL,original,original,0.0,0.8548107147216797,False
0338 (5).jpg,REAL,A_blur,blur_0.3,0.3,0.8548107147216797,False
0338 (5).jpg,REAL,A_blur,blur_0.5,0.5,0.8493151068687439,False
0338 (5).jpg,REAL,A_blur,blur_0.8,0.8,0.837281346321106,False
0338 (5).jpg,REAL,A_blur,blur_1.0,1.0,0.837281346321106,False
0338 (5).jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.8349706530570984,False
0338 (5).jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.8372054100036621,False
0338 (5).jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.8399618864059448,False
0338 (5).jpg,REAL,B_noise,noise_0.01,0.01,0.852627158164978,False
0338 (5).jpg,REAL,B_noise,noise_0.02,0.02,0.8540549278259277,False
0338 (5).jpg,REAL,B_noise,noise_0.03,0.03,0.8471212387084961,False
0338 (5).jpg,REAL,B_noise,noise_0.05,0.05,0.8422083258628845,False
0338 (5).jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.8576787710189819,False
0338 (5).jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.8526959419250488,False
0338 (5).jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.8519548177719116,False
0944 (6).jpg,REAL,original,original,0.0,0.8281545639038086,False
0944 (6).jpg,REAL,A_blur,blur_0.3,0.3,0.8281545639038086,False
0944 (6).jpg,REAL,A_blur,blur_0.5,0.5,0.8440561294555664,False
0944 (6).jpg,REAL,A_blur,blur_0.8,0.8,0.8340854644775391,False
0944 (6).jpg,REAL,A_blur,blur_1.0,1.0,0.8340854644775391,False
0944 (6).jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.8577899932861328,False
0944 (6).jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.8557067513465881,False
0944 (6).jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.8590003252029419,False
0944 (6).jpg,REAL,B_noise,noise_0.01,0.01,0.8291681408882141,False
0944 (6).jpg,REAL,B_noise,noise_0.02,0.02,0.8297518491744995,False
0944 (6).jpg,REAL,B_noise,noise_0.03,0.03,0.8173828125,False
0944 (6).jpg,REAL,B_noise,noise_0.05,0.05,0.8358888030052185,False
0944 (6).jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.8347698450088501,False
0944 (6).jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.8185998201370239,False
0944 (6).jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.8139864206314087,False
0464 (3).jpg,REAL,original,original,0.0,0.8271549940109253,False
0464 (3).jpg,REAL,A_blur,blur_0.3,0.3,0.8271549940109253,False
0464 (3).jpg,REAL,A_blur,blur_0.5,0.5,0.8128858208656311,False
0464 (3).jpg,REAL,A_blur,blur_0.8,0.8,0.8087215423583984,False
0464 (3).jpg,REAL,A_blur,blur_1.0,1.0,0.8087215423583984,False
0464 (3).jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.8192681670188904,False
0464 (3).jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.8374815583229065,False
0464 (3).jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.8402906656265259,False
0464 (3).jpg,REAL,B_noise,noise_0.01,0.01,0.8311424255371094,False
