sample_id,true_label,strategy,stage,parameter,confidence,p_fake,flipped
0071.jpg,REAL,A_blur,blur_1.0,1.0,0.7835114598274231,0.7835114598274231,False
0071.jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.7105538249015808,0.7105538249015808,False
0071.jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.7042568325996399,0.7042568325996399,False
0071.jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.6945894360542297,0.6945894360542297,False
0071.jpg,REAL,B_noise,noise_0.01,0.01,0.7164283394813538,0.7164283394813538,False
0071.jpg,REAL,B_noise,noise_0.02,0.02,0.7221288084983826,0.7221288084983826,False
0071.jpg,REAL,B_noise,noise_0.03,0.03,0.689785361289978,0.689785361289978,False
0071.jpg,REAL,B_noise,noise_0.05,0.05,0.6723640561103821,0.6723640561103821,False
0071.jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.7264652848243713,0.7264652848243713,False
0071.jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.7484350204467773,0.7484350204467773,False
0071.jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.7317330837249756,0.7317330837249756,False
0657 (4).jpg,REAL,original,original,0.0,0.5868739485740662,0.5868739485740662,False
0657 (4).jpg,REAL,A_blur,blur_0.3,0.3,0.5915334224700928,0.5915334224700928,False
0657 (4).jpg,REAL,A_blur,blur_0.5,0.5,0.6150265336036682,0.6150265336036682,False
0657 (4).jpg,REAL,A_blur,blur_0.8,0.8,0.6921201944351196,0.6921201944351196,False
0657 (4).jpg,REAL,A_blur,blur_1.0,1.0,0.7428825497627258,0.7428825497627258,False
0657 (4).jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.5897328853607178,0.5897328853607178,False
0657 (4).jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.5695897340774536,0.5695897340774536,False
0657 (4).jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.5687757134437561,0.5687757134437561,False
0657 (4).jpg,REAL,B_noise,noise_0.01,0.01,0.5858613848686218,0.5858613848686218,False
0657 (4).jpg,REAL,B_noise,noise_0.02,0.02,0.5922456979751587,0.5922456979751587,False
0657 (4).jpg,REAL,B_noise,noise_0.03,0.03,0.567050039768219,0.567050039768219,False
0657 (4).jpg,REAL,B_noise,noise_0.05,0.05,0.5329643487930298,0.5329643487930298,False
0657 (4).jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.5695512294769287,0.5695512294769287,False
0657 (4).jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.5761918425559998,0.5761918425559998,False
0657 (4).jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.5778414011001587,0.5778414011001587,False
0905 (9).jpg,REAL,original,original,0.0,0.6311065554618835,0.6311065554618835,False
0905 (9).jpg,REAL,A_blur,blur_0.3,0.3,0.6445755362510681,0.6445755362510681,False
0905 (9).jpg,REAL,A_blur,blur_0.5,0.5,0.6828972101211548,0.6828972101211548,False
0905 (9).jpg,REAL,A_blur,blur_0.8,0.8,0.7537054419517517,0.7537054419517517,False
0905 (9).jpg,REAL,A_blur,blur_1.0,1.0,0.7822391986846924,0.7822391986846924,False
0905 (9).jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.6736391186714172,0.6736391186714172,False
0905 (9).jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.6583796143531799,0.6583796143531799,False
0905 (9).jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.6642005443572998,0.6642005443572998,False
0905 (9).jpg,REAL,B_noise,noise_0.01,0.01,0.6029773354530334,0.6029773354530334,False
0905 (9).jpg,REAL,B_noise,noise_0.02,0.02,0.6093579530715942,0.6093579530715942,False
0905 (9).jpg,REAL,B_noise,noise_0.03,0.03,0.6013931632041931,0.6013931632041931,False
0905 (9).jpg,REAL,B_noise,noise_0.05,0.05,0.5290278196334839,0.5290278196334839,False
0905 (9).jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.5967901945114136,0.5967901945114136,False
0905 (9).jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.6077271699905396,0.6077271699905396,False
0905 (9).jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.6115837693214417,0.6115837693214417,False
0474 (3).jpg,REAL,original,original,0.0,0.7003973722457886,0.7003973722457886,False
0474 (3).jpg,REAL,A_blur,blur_0.3,0.3,0.7012143731117249,0.7012143731117249,False
0474 (3).jpg,REAL,A_blur,blur_0.5,0.5,0.7855566143989563,0.7855566143989563,False
0474 (3).jpg,REAL,A_blur,blur_0.8,0.8,0.8670275807380676,0.8670275807380676,False
0474 (3).jpg,REAL,A_blur,blur_1.0,1.0,0.8771699070930481,0.8771699070930481,False
0474 (3).jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.7486405968666077,0.7486405968666077,False
0474 (3).jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.7449774146080017,0.7449774146080017,False
0474 (3).jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.7405236959457397,0.7405236959457397,False
0474 (3).jpg,REAL,B_noise,noise_0.01,0.01,0.7005829215049744,0.7005829215049744,False
0474 (3).jpg,REAL,B_noise,noise_0.02,0.02,0.6688582897186279,0.6688582897186279,False
0474 (3).jpg,REAL,B_noise,noise_0.03,0.03,0.5733276009559631,0.5733276009559631,False
0474 (3).jpg,REAL,B_noise,noise_0.05,0.05,0.5824360251426697,0.5824360251426697,False
0474 (3).jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.6585886478424072,0.6585886478424072,False
0474 (3).jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.6558963060379028,0.6558963060379028,False
0474 (3).jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.6543020009994507,0.6543020009994507,False
0954 (6).jpg,REAL,original,original,0.0,0.597205638885498,0.597205638885498,False
0954 (6).jpg,REAL,A_blur,blur_0.3,0.3,0.6038902997970581,0.6038902997970581,False
0954 (6).jpg,REAL,A_blur,blur_0.5,0.5,0.6354588270187378,0.6354588270187378,False
0954 (6).jpg,REAL,A_blur,blur_0.8,0.8,0.6829293966293335,0.6829293966293335,False
0954 (6).jpg,REAL,A_blur,blur_1.0,1.0,0.7283702492713928,0.7283702492713928,False
0954 (6).jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.6148985624313354,0.6148985624313354,False
0954 (6).jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.6038069725036621,0.6038069725036621,False
0954 (6).jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.6146654486656189,0.6146654486656189,False
0954 (6).jpg,REAL,B_noise,noise_0.01,0.01,0.5345892906188965,0.5345892906188965,False
0954 (6).jpg,REAL,B_noise,noise_0.02,0.02,0.534782886505127,0.534782886505127,False
0954 (6).jpg,REAL,B_noise,noise_0.03,0.03,0.5340855717658997,0.5340855717658997,False
0954 (6).jpg,REAL,B_noise,noise_0.05,0.05,0.5651030540466309,0.5651030540466309,False
0954 (6).jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.5626581311225891,0.5626581311225891,False
0954 (6).jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.5230332016944885,0.5230332016944885,False
0954 (6).jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.5523980855941772,0.5523980855941772,False
0328 (5).jpg,REAL,original,original,0.0,0.703395664691925,0.703395664691925,False
0328 (5).jpg,REAL,A_blur,blur_0.3,0.3,0.7041709423065186,0.7041709423065186,False
0328 (5).jpg,REAL,A_blur,blur_0.5,0.5,0.7220413088798523,0.7220413088798523,False
0328 (5).jpg,REAL,A_blur,blur_0.8,0.8,0.7689247727394104,0.7689247727394104,False
0328 (5).jpg,REAL,A_blur,blur_1.0,1.0,0.7904108762741089,0.7904108762741089,False
0328 (5).jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.709823727607727,0.709823727607727,False
0328 (5).jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.6914997100830078,0.6914997100830078,False
0328 (5).jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.6769156455993652,0.6769156455993652,False
0328 (5).jpg,REAL,B_noise,noise_0.01,0.01,0.7030125856399536,0.7030125856399536,False
0328 (5).jpg,REAL,B_noise,noise_0.02,0.02,0.6780480146408081,0.6780480146408081,False
0328 (5).jpg,REAL,B_noise,noise_0.03,0.03,0.6837611794471741,0.6837611794471741,False
0328 (5).jpg,REAL,B_noise,noise_0.05,0.05,0.5676327347755432,0.5676327347755432,False
0328 (5).jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.6797688603401184,0.6797688603401184,False
0328 (5).jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.6794496774673462,0.6794496774673462,False
0328 (5).jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.6669065356254578,0.6669065356254578,False
0295 (10).jpg,REAL,original,original,0.0,0.5291633605957031,0.5291633605957031,False
0295 (10).jpg,REAL,A_blur,blur_0.3,0.3,0.526882529258728,0.526882529258728,False
0295 (10).jpg,REAL,A_blur,blur_0.5,0.5,0.5287026762962341,0.5287026762962341,False
0295 (10).jpg,REAL,A_blur,blur_0.8,0.8,0.5311037302017212,0.5311037302017212,False
0295 (10).jpg,REAL,A_blur,blur_1.0,1.0,0.6006516814231873,0.6006516814231873,False
0295 (10).jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.5419802069664001,0.5419802069664001,False
0295 (10).jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.5494933724403381,0.5494933724403381,False
0295 (10).jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.5632960796356201,0.5632960796356201,False
0295 (10).jpg,REAL,B_noise,noise_0.01,0.01,0.5231576561927795,0.5231576561927795,False
0295 (10).jpg,REAL,B_noise,noise_0.02,0.02,0.5257865786552429,0.5257865786552429,False
0295 (10).jpg,REAL,B_noise,noise_0.03,0.03,0.513307511806488,0.513307511806488,False
0295 (10).jpg,REAL,B_noise,noise_0.05,0.05,0.6598731279373169,0.6598731279373169,False
0295 (10).jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.5436079502105713,0.5436079502105713,False
0295 (10).jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.5606216788291931,0.5606216788291931,False
0295 (10).jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.5144912004470825,0.5144912004470825,False
0073 (2).jpg,REAL,original,original,0.0,0.659645140171051,0.659645140171051,False
0073 (2).jpg,REAL,A_blur,blur_0.3,0.3,0.6762465238571167,0.6762465238571167,False
0073 (2).jpg,REAL,A_blur,blur_0.5,0.5,0.7213497757911682,0.7213497757911682,False
0073 (2).jpg,REAL,A_blur,blur_0.8,0.8,0.776131808757782,0.776131808757782,False
0073 (2).jpg,REAL,A_blur,blur_1.0,1.0,0.7794296741485596,0.7794296741485596,False
0073 (2).jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.6965703368186951,0.6965703368186951,False
0073 (2).jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.664616584777832,0.664616584777832,False
0073 (2).jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.669493556022644,0.669493556022644,False
0073 (2).jpg,REAL,B_noise,noise_0.01,0.01,0.6420544385910034,0.6420544385910034,False
0073 (2).jpg,REAL,B_noise,noise_0.02,0.02,0.633943498134613,0.633943498134613,False
0073 (2).jpg,REAL,B_noise,noise_0.03,0.03,0.6234890222549438,0.6234890222549438,False
0073 (2).jpg,REAL,B_noise,noise_0.05,0.05,0.5597372651100159,0.5597372651100159,False
0073 (2).jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.6708192825317383,0.6708192825317383,False
0073 (2).jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.6948152184486389,0.6948152184486389,False
0073 (2).jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.6580192446708679,0.6580192446708679,False
0717.jpg,REAL,original,original,0.0,0.6636378765106201,0.6636378765106201,False
0717.jpg,REAL,A_blur,blur_0.3,0.3,0.6720352172851562,0.6720352172851562,False
0717.jpg,REAL,A_blur,blur_0.5,0.5,0.7055217027664185,0.7055217027664185,False
0717.jpg,REAL,A_blur,blur_0.8,0.8,0.7736383080482483,0.7736383080482483,False
0717.jpg,REAL,A_blur,blur_1.0,1.0,0.8010326623916626,0.8010326623916626,False
0717.jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.713839590549469,0.713839590549469,False
0717.jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.70542311668396,0.70542311668396,False
0717.jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.696241021156311,0.696241021156311,False
0717.jpg,REAL,B_noise,noise_0.01,0.01,0.6542975306510925,0.6542975306510925,False
0717.jpg,REAL,B_noise,noise_0.02,0.02,0.6367039084434509,0.6367039084434509,False
0717.jpg,REAL,B_noise,noise_0.03,0.03,0.6180152893066406,0.6180152893066406,False
0717.jpg,REAL,B_noise,noise_0.05,0.05,0.5474555492401123,0.5474555492401123,False
0717.jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.6344602108001709,0.6344602108001709,False
0717.jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.6556271910667419,0.6556271910667419,False
0717.jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.6545432209968567,0.6545432209968567,False
0915 (9).jpg,REAL,original,original,0.0,0.6961659789085388,0.6961659789085388,False
0915 (9).jpg,REAL,A_blur,blur_0.3,0.3,0.6951725482940674,0.6951725482940674,False
0915 (9).jpg,REAL,A_blur,blur_0.5,0.5,0.7032787203788757,0.7032787203788757,False
0915 (9).jpg,REAL,A_blur,blur_0.8,0.8,0.7655979990959167,0.7655979990959167,False
0915 (9).jpg,REAL,A_blur,blur_1.0,1.0,0.7855678200721741,0.7855678200721741,False
0915 (9).jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.6472753286361694,0.6472753286361694,False
0915 (9).jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.6024855375289917,0.6024855375289917,False
0915 (9).jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.5923694968223572,0.5923694968223572,False
0915 (9).jpg,REAL,B_noise,noise_0.01,0.01,0.6757898330688477,0.6757898330688477,False
0915 (9).jpg,REAL,B_noise,noise_0.02,0.02,0.6100068688392639,0.6100068688392639,False
0915 (9).jpg,REAL,B_noise,noise_0.03,0.03,0.5946183204650879,0.5946183204650879,False
0915 (9).jpg,REAL,B_noise,noise_0.05,0.05,0.6006774306297302,0.6006774306297302,False
0915 (9).jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.6683072447776794,0.6683072447776794,False
0915 (9).jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.6487318873405457,0.6487318873405457,False
0915 (9).jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.5814558863639832,0.5814558863639832,False
0703.jpg,REAL,original,original,0.0,0.8086180090904236,0.8086180090904236,False
0703.jpg,REAL,A_blur,blur_0.3,0.3,0.8097484111785889,0.8097484111785889,False
0703.jpg,REAL,A_blur,blur_0.5,0.5,0.8130903840065002,0.8130903840065002,False
0703.jpg,REAL,A_blur,blur_0.8,0.8,0.7831665873527527,0.7831665873527527,False
0703.jpg,REAL,A_blur,blur_1.0,1.0,0.8176706433296204,0.8176706433296204,False
0703.jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.7045038342475891,0.7045038342475891,False
0703.jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.7403124570846558,0.7403124570846558,False
0703.jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.7463034391403198,0.7463034391403198,False
0703.jpg,REAL,B_noise,noise_0.01,0.01,0.7884193658828735,0.7884193658828735,False
0703.jpg,REAL,B_noise,noise_0.02,0.02,0.7826916575431824,0.7826916575431824,False
0703.jpg,REAL,B_noise,noise_0.03,0.03,0.7530325055122375,0.7530325055122375,False
0703.jpg,REAL,B_noise,noise_0.05,0.05,0.8151573538780212,0.8151573538780212,False
0703.jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.7698597311973572,0.7698597311973572,False
0703.jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.7699491381645203,0.7699491381645203,False
0703.jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.7757118344306946,0.7757118344306946,False
0647 (4).jpg,REAL,original,original,0.0,0.6558610200881958,0.6558610200881958,False
0647 (4).jpg,REAL,A_blur,blur_0.3,0.3,0.6708029508590698,0.6708029508590698,False
0647 (4).jpg,REAL,A_blur,blur_0.5,0.5,0.6877208352088928,0.6877208352088928,False
0647 (4).jpg,REAL,A_blur,blur_0.8,0.8,0.7342681884765625,0.7342681884765625,False
0647 (4).jpg,REAL,A_blur,blur_1.0,1.0,0.7573629021644592,0.7573629021644592,False
0647 (4).jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.687166690826416,0.687166690826416,False
0647 (4).jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.6251338124275208,0.6251338124275208,False
0647 (4).jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.6479551792144775,0.6479551792144775,False
0647 (4).jpg,REAL,B_noise,noise_0.01,0.01,0.6633220911026001,0.6633220911026001,False
0647 (4).jpg,REAL,B_noise,noise_0.02,0.02,0.6739171147346497,0.6739171147346497,False
0647 (4).jpg,REAL,B_noise,noise_0.03,0.03,0.6812171339988708,0.6812171339988708,False
0647 (4).jpg,REAL,B_noise,noise_0.05,0.05,0.6218262910842896,0.6218262910842896,False
0647 (4).jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.6709733009338379,0.6709733009338379,False
0647 (4).jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.6568796634674072,0.6568796634674072,False
0647 (4).jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.6634741425514221,0.6634741425514221,False
0882 (2).jpg,REAL,original,original,0.0,0.6673360466957092,0.6673360466957092,False
0882 (2).jpg,REAL,A_blur,blur_0.3,0.3,0.686840832233429,0.686840832233429,False
0882 (2).jpg,REAL,A_blur,blur_0.5,0.5,0.7067109942436218,0.7067109942436218,False
0882 (2).jpg,REAL,A_blur,blur_0.8,0.8,0.7904797196388245,0.7904797196388245,False
0882 (2).jpg,REAL,A_blur,blur_1.0,1.0,0.8157930970191956,0.8157930970191956,False
0882 (2).jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.7101548910140991,0.7101548910140991,False
0882 (2).jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.673478901386261,0.673478901386261,False
0882 (2).jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.6947492957115173,0.6947492957115173,False
0882 (2).jpg,REAL,B_noise,noise_0.01,0.01,0.6775903105735779,0.6775903105735779,False
0882 (2).jpg,REAL,B_noise,noise_0.02,0.02,0.6224560141563416,0.6224560141563416,False
0882 (2).jpg,REAL,B_noise,noise_0.03,0.03,0.6211862564086914,0.6211862564086914,False
0882 (2).jpg,REAL,B_noise,noise_0.05,0.05,0.5568525791168213,0.5568525791168213,False
0882 (2).jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.6338005065917969,0.6338005065917969,False
0882 (2).jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.6285682320594788,0.6285682320594788,False
0882 (2).jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.619895875453949,0.619895875453949,False
0240 (5).jpg,REAL,original,original,0.0,0.7604261636734009,0.7604261636734009,False
0240 (5).jpg,REAL,A_blur,blur_0.3,0.3,0.7619268298149109,0.7619268298149109,False
0240 (5).jpg,REAL,A_blur,blur_0.5,0.5,0.7509788274765015,0.7509788274765015,False
0240 (5).jpg,REAL,A_blur,blur_0.8,0.8,0.7696475386619568,0.7696475386619568,False
0240 (5).jpg,REAL,A_blur,blur_1.0,1.0,0.7665337324142456,0.7665337324142456,False
0240 (5).jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.7003316283226013,0.7003316283226013,False
0240 (5).jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.7114481329917908,0.7114481329917908,False
0240 (5).jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.7313496470451355,0.7313496470451355,False
0240 (5).jpg,REAL,B_noise,noise_0.01,0.01,0.7643580436706543,0.7643580436706543,False
0240 (5).jpg,REAL,B_noise,noise_0.02,0.02,0.7363418340682983,0.7363418340682983,False
0240 (5).jpg,REAL,B_noise,noise_0.03,0.03,0.6877416372299194,0.6877416372299194,False
0240 (5).jpg,REAL,B_noise,noise_0.05,0.05,0.6282774806022644,0.6282774806022644,False
0240 (5).jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.7075057029724121,0.7075057029724121,False
0240 (5).jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.691499650478363,0.691499650478363,False
0240 (5).jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.6989250779151917,0.6989250779151917,False
0294 (10).jpg,REAL,original,original,0.0,0.6433919668197632,0.6433919668197632,False
0294 (10).jpg,REAL,A_blur,blur_0.3,0.3,0.6607292294502258,0.6607292294502258,False
0294 (10).jpg,REAL,A_blur,blur_0.5,0.5,0.7166370749473572,0.7166370749473572,False
0294 (10).jpg,REAL,A_blur,blur_0.8,0.8,0.8304102420806885,0.8304102420806885,False
0294 (10).jpg,REAL,A_blur,blur_1.0,1.0,0.8354827761650085,0.8354827761650085,False
0294 (10).jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.6863909959793091,0.6863909959793091,False
0294 (10).jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.6467345952987671,0.6467345952987671,False
0294 (10).jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.6247533559799194,0.6247533559799194,False
0294 (10).jpg,REAL,B_noise,noise_0.01,0.01,0.6415419578552246,0.6415419578552246,False
0294 (10).jpg,REAL,B_noise,noise_0.02,0.02,0.5903053879737854,0.5903053879737854,False
0294 (10).jpg,REAL,B_noise,noise_0.03,0.03,0.6117039918899536,0.6117039918899536,False
0294 (10).jpg,REAL,B_noise,noise_0.05,0.05,0.6139730215072632,0.6139730215072632,False
0294 (10).jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.5699033737182617,0.5699033737182617,False
0294 (10).jpg,REAL,B_noise_bright,noise0.02_bright1.05,1.05,0.5753132104873657,0.5753132104873657,False
0294 (10).jpg,REAL,B_noise_bright,noise0.02_bright1.08,1.08,0.6237872838973999,0.6237872838973999,False
0063 (2).jpg,REAL,original,original,0.0,0.5769078731536865,0.5769078731536865,False
0063 (2).jpg,REAL,A_blur,blur_0.3,0.3,0.5996321439743042,0.5996321439743042,False
0063 (2).jpg,REAL,A_blur,blur_0.5,0.5,0.6329312920570374,0.6329312920570374,False
0063 (2).jpg,REAL,A_blur,blur_0.8,0.8,0.6994768381118774,0.6994768381118774,False
0063 (2).jpg,REAL,A_blur,blur_1.0,1.0,0.7422559261322021,0.7422559261322021,False
0063 (2).jpg,REAL,A_blur_freq,blur0.5_freq0.05,0.05,0.627209484577179,0.627209484577179,False
0063 (2).jpg,REAL,A_blur_freq,blur0.5_freq0.1,0.1,0.6111471056938171,0.6111471056938171,False
0063 (2).jpg,REAL,A_blur_freq,blur0.5_freq0.15,0.15,0.5976775288581848,0.5976775288581848,False
0063 (2).jpg,REAL,B_noise,noise_0.01,0.01,0.5615280270576477,0.5615280270576477,False
0063 (2).jpg,REAL,B_noise,noise_0.02,0.02,0.6094995141029358,0.6094995141029358,False
0063 (2).jpg,REAL,B_noise,noise_0.03,0.03,0.5849049091339111,0.5849049091339111,False
0063 (2).jpg,REAL,B_noise,noise_0.05,0.05,0.5079753994941711,0.5079753994941711,False
0063 (2).jpg,REAL,B_noise_bright,noise0.02_bright1.02,1.02,0.5529902577400208,0.5529902577400208,False
